//Population summary
//	Count	File
C 1 files/start/1.cell
C 7 files/start/1.cell
C 1 files/start/1.cell
C 4 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 15 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 15 files/start/1.cell
C 3 files/start/1.cell
C 20 files/start/1.cell
C 134 files/start/1.cell
C 3 files/start/1.cell
C 2 files/start/1.cell
C 5 files/start/1.cell
C 3 files/start/1.cell
C 2 files/start/1.cell
C 5 files/start/1.cell
C 5 files/start/1.cell
C 37 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 14 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 6 files/start/1.cell
C 5 files/start/1.cell
C 11 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 4 files/start/1.cell
C 4 files/start/1.cell
C 2 files/start/1.cell
C 12 files/start/1.cell
C 110 files/start/1.cell
C 15 files/start/1.cell
C 16 files/start/1.cell
C 4 files/start/1.cell
C 2 files/start/1.cell
C 3 files/start/1.cell
C 1 files/start/1.cell
C 13 files/start/1.cell
C 3 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 68 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 29 files/start/1.cell
C 195 files/start/1.cell
C 2 files/start/1.cell
C 8 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 3 files/start/1.cell
C 6 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 4 files/start/1.cell
C 2 files/start/1.cell
C 6 files/start/1.cell
C 1 files/start/1.cell
C 7 files/start/1.cell
C 2 files/start/1.cell
C 15 files/start/1.cell
C 26 files/start/1.cell
C 15 files/start/1.cell
C 104 files/start/1.cell
C 360 files/start/1.cell
C 2 files/start/1.cell
C 4 files/start/1.cell
C 441 files/start/1.cell
C 2 files/start/1.cell
C 2 files/start/1.cell
C 4 files/start/1.cell
C 4 files/start/1.cell
C 1 files/start/1.cell
C 51 files/start/1.cell
C 794 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 36 files/start/1.cell
C 7 files/start/1.cell
C 1 files/start/1.cell
C 3 files/start/1.cell
C 3 files/start/1.cell
C 1 files/start/1.cell
C 3 files/start/1.cell
C 1 files/start/1.cell
C 74 files/start/1.cell
C 20 files/start/1.cell
C 1 files/start/1.cell
C 4 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 21 files/start/1.cell
C 11 files/start/1.cell
C 1 files/start/1.cell
C 3 files/start/1.cell
C 3 files/start/1.cell
C 23 files/start/1.cell
C 106 files/start/1.cell
C 20 files/start/1.cell
C 42 files/start/1.cell
C 1 files/start/1.cell
C 89 files/start/1.cell
C 3 files/start/1.cell
C 13 files/start/1.cell
C 1 files/start/1.cell
C 13 files/start/1.cell
C 38 files/start/1.cell
C 1 files/start/1.cell
C 5 files/start/1.cell
C 3 files/start/1.cell
C 5 files/start/1.cell
C 578 files/start/1.cell
C 24 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 3 files/start/1.cell
C 29 files/start/1.cell
C 4 files/start/1.cell
C 2 files/start/1.cell
C 17 files/start/1.cell
C 1 files/start/1.cell
C 7 files/start/1.cell
C 6 files/start/1.cell
C 2 files/start/1.cell
C 2 files/start/1.cell
C 6 files/start/1.cell
C 6 files/start/1.cell
C 61 files/start/1.cell
C 2 files/start/1.cell
C 11 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 88 files/start/1.cell
C 4 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 7 files/start/1.cell
C 2 files/start/1.cell
C 8 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 11 files/start/1.cell
C 1 files/start/1.cell
C 9 files/start/1.cell
C 1 files/start/1.cell
C 59 files/start/1.cell
C 4 files/start/1.cell
C 2 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 4 files/start/1.cell
C 25 files/start/1.cell
C 7 files/start/1.cell
C 3 files/start/1.cell
C 4 files/start/1.cell
C 2 files/start/1.cell
C 1088 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 12 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 16 files/start/1.cell
C 2 files/start/1.cell
C 7 files/start/1.cell
C 228 files/start/1.cell
C 5 files/start/1.cell
C 3 files/start/1.cell
C 33 files/start/1.cell
C 96 files/start/1.cell
C 56 files/start/1.cell
C 12 files/start/1.cell
C 2 files/start/1.cell
C 3 files/start/1.cell
C 2 files/start/1.cell
C 1 files/start/1.cell
C 1 files/start/1.cell
C 2 files/start/1.cell
C 2 files/start/1.cell
C 8 files/start/1.cell
C 1 files/start/1.cell
C 3 files/start/1.cell
C 3 files/start/1.cell
C 4 files/start/1.cell
C 27 files/start/1.cell
C 1 files/start/1.cell
C 92 files/start/1.cell
C 1 files/start/1.cell
C 5 files/start/1.cell
C 5 files/start/1.cell
